issue_id	path	collections	ext	name	series_name	volume	year	issue_no	confidence
516	/Volumes/Backup Plus/Comics/03_Fall of Hal Jordan/001_Green Lantern #46-Parallax Saga.cbr	['03_Fall of Hal Jordan']	cbr	Green Lantern #46 - Parallax Saga	Green Lantern	-1	-1	46	0	100
517	/Volumes/Backup Plus/Comics/03_Fall of Hal Jordan/005_Green Lantern #50-Parallax Saga.cbr	['03_Fall of Hal Jordan']	cbr	Green Lantern #50 - Parallax Saga	Green Lantern	-1	-1	50	0	100
518	/Volumes/Backup Plus/Comics/05_Parallax Saga/011_Green Lantern #81-Parallax Saga.cbr	['05_Parallax Saga']	cbr	Green Lantern #81 - Parallax Saga	Green Lantern	-1	-1	81	0	100
519	/Volumes/Backup Plus/Comics/05_Parallax Saga/013_Day_of_Judgement_02.cbr	['05_Parallax Saga']	cbr	Day of Judgement 02	Day of Judgement	-1	-1	2	0	75
520	/Volumes/Backup Plus/Comics/05_Parallax Saga/007_Final Night #1-Parallax Saga.cbr	['05_Parallax Saga']	cbr	Final Night #1 - Parallax Saga	Final Night	-1	-1	1	0	100
521	/Volumes/Backup Plus/Comics/05_Parallax Saga/010_Final Night #4-Parallax Saga.cbr	['05_Parallax Saga']	cbr	Final Night #4 - Parallax Saga	Final Night	-1	-1	4	0	100
522	/Volumes/Backup Plus/Comics/05_Parallax Saga/014_Day_of_Judgement_03.cbr	['05_Parallax Saga']	cbr	Day of Judgement 03	Day of Judgement	-1	-1	3	0	75
523	/Volumes/Backup Plus/Comics/05_Parallax Saga/008_Final Night #2-Parallax Saga.cbr	['05_Parallax Saga']	cbr	Final Night #2 - Parallax Saga	Final Night	-1	-1	2	0	100
524	/Volumes/Backup Plus/Comics/05_Parallax Saga/016_Day_of_Judgement_05.cbr	['05_Parallax Saga']	cbr	Day of Judgement 05	Day of Judgement	-1	-1	5	0	75
525	/Volumes/Backup Plus/Comics/05_Parallax Saga/012_Day_of_Judgement_01.cbr	['05_Parallax Saga']	cbr	Day of Judgement 01	Day of Judgement	-1	-1	1	0	75
526	/Volumes/Backup Plus/Comics/05_Parallax Saga/006_Final Night Preview-Parallax Saga.cbr	['05_Parallax Saga']	cbr	Final Night Preview - Parallax Saga	Final Night Preview - Parallax Saga	-1	-1	1	0	0
527	/Volumes/Backup Plus/Comics/05_Parallax Saga/017_Day Of Judgment - Secret Files #01 [1999].cbr	['05_Parallax Saga']	cbr	Day Of Judgment - Secret Files #01	Day Of Judgment - Secret Files	-1	1999	1	0	100
528	/Volumes/Backup Plus/Comics/05_Parallax Saga/015_Day_of_Judgement_04.cbr	['05_Parallax Saga']	cbr	Day of Judgement 04	Day of Judgement	-1	-1	4	0	75
529	/Volumes/Backup Plus/Comics/05_Parallax Saga/009_Final Night #3-Parallax Saga.cbr	['05_Parallax Saga']	cbr	Final Night #3 - Parallax Saga	Final Night	-1	-1	3	0	100
530	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/09 Various/086_Superman & Batman #07.cbr	['09 Various', '06_Prelude to Infinite Crisis']	cbr	Superman & Batman #07	Superman & Batman	-1	-1	7	0	100
531	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/09 Various/088_Flash v2 #209.cbr	['09 Various', '06_Prelude to Infinite Crisis']	cbr	Flash v2 #209	Flash	2	-1	209	0	100
532	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/15 Superman - GodFall/03 Superman v2 #202.cbz	['15 Superman - GodFall', '06_Prelude to Infinite Crisis']	cbz	Superman v2 #202	Superman	2	-1	202	0	100
533	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/15 Superman - GodFall/02 The Adventures of Superman #625.cbz	['15 Superman - GodFall', '06_Prelude to Infinite Crisis']	cbz	The Adventures of Superman #625	The Adventures of Superman	-1	-1	625	0	100
534	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/15 Superman - GodFall/06 Superman v2 #203.cbz	['15 Superman - GodFall', '06_Prelude to Infinite Crisis']	cbz	Superman v2 #203	Superman	2	-1	203	0	100
535	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/15 Superman - GodFall/04 Superman in Action Comics #813.cbz	['15 Superman - GodFall', '06_Prelude to Infinite Crisis']	cbz	Superman in Action Comics #813	Superman in Action Comics	-1	-1	813	0	100
536	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/15 Superman - GodFall/05 The Adventures of Superman #626.cbz	['15 Superman - GodFall', '06_Prelude to Infinite Crisis']	cbz	The Adventures of Superman #626	The Adventures of Superman	-1	-1	626	0	100
537	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/15 Superman - GodFall/01 Superman in Action Comics #812.cbz	['15 Superman - GodFall', '06_Prelude to Infinite Crisis']	cbz	Superman in Action Comics #812	Superman in Action Comics	-1	-1	812	0	100
538	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/36 Various/01 Birds_of_Prey_80.cbr	['36 Various', '06_Prelude to Infinite Crisis']	cbr	Birds of Prey 80	Birds of Prey	-1	-1	80	0	75
539	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/36 Various/02 Aquaman 32.cbr	['36 Various', '06_Prelude to Infinite Crisis']	cbr	Aquaman 32	Aquaman	-1	-1	32	0	75
540	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/36 Various/03 Superman & Batman #19.cbr	['36 Various', '06_Prelude to Infinite Crisis']	cbr	Superman & Batman #19	Superman & Batman	-1	-1	19	0	100
541	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/23 Outsiders - Various/Outsiders 09.cbr	['23 Outsiders - Various', '06_Prelude to Infinite Crisis']	cbr	Outsiders 09	Outsiders	-1	-1	9	0	75
542	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/23 Outsiders - Various/Outsiders 08.cbr	['23 Outsiders - Various', '06_Prelude to Infinite Crisis']	cbr	Outsiders 08	Outsiders	-1	-1	8	0	75
543	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/23 Outsiders - Various/Outsiders 12.cbr	['23 Outsiders - Various', '06_Prelude to Infinite Crisis']	cbr	Outsiders 12	Outsiders	-1	-1	12	0	75
544	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/23 Outsiders - Various/Outsiders 13.cbr	['23 Outsiders - Various', '06_Prelude to Infinite Crisis']	cbr	Outsiders 13	Outsiders	-1	-1	13	0	75
545	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/23 Outsiders - Various/Outsiders 11.cbr	['23 Outsiders - Various', '06_Prelude to Infinite Crisis']	cbr	Outsiders 11	Outsiders	-1	-1	11	0	75
546	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/23 Outsiders - Various/Outsiders 10.cbr	['23 Outsiders - Various', '06_Prelude to Infinite Crisis']	cbr	Outsiders 10	Outsiders	-1	-1	10	0	75
547	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/23 Outsiders - Various/Outsiders 14.cbr	['23 Outsiders - Various', '06_Prelude to Infinite Crisis']	cbr	Outsiders 14	Outsiders	-1	-1	14	0	75
548	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/23 Outsiders - Various/Outsiders 15.cbr	['23 Outsiders - Various', '06_Prelude to Infinite Crisis']	cbr	Outsiders 15	Outsiders	-1	-1	15	0	75
549	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/03 JSA - Mordru-Eclispso/049_JSA - 050.cbr	['03 JSA - Mordru-Eclispso', '06_Prelude to Infinite Crisis']	cbr	JSA - 050	JSA -	-1	-1	50	0	75
550	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/03 JSA - Mordru-Eclispso/060_JSA - 055.cbr	['03 JSA - Mordru-Eclispso', '06_Prelude to Infinite Crisis']	cbr	JSA - 055	JSA -	-1	-1	55	0	75
551	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/03 JSA - Mordru-Eclispso/048_JSA - 049.cbr	['03 JSA - Mordru-Eclispso', '06_Prelude to Infinite Crisis']	cbr	JSA - 049	JSA -	-1	-1	49	0	75
552	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/03 JSA - Mordru-Eclispso/050_JSA - 051.cbr	['03 JSA - Mordru-Eclispso', '06_Prelude to Infinite Crisis']	cbr	JSA - 051	JSA -	-1	-1	51	0	75
553	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/03 JSA - Mordru-Eclispso/044_JSA - 045.cbr	['03 JSA - Mordru-Eclispso', '06_Prelude to Infinite Crisis']	cbr	JSA - 045	JSA -	-1	-1	45	0	75
554	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/03 JSA - Mordru-Eclispso/055a_JSA - 054.cbr	['03 JSA - Mordru-Eclispso', '06_Prelude to Infinite Crisis']	cbr	JSA - 054	JSA -	-1	-1	54	0	75
555	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/03 JSA - Mordru-Eclispso/045_JSA - 046.cbr	['03 JSA - Mordru-Eclispso', '06_Prelude to Infinite Crisis']	cbr	JSA - 046	JSA -	-1	-1	46	0	75
556	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/03 JSA - Mordru-Eclispso/052_JSA - 053.cbr	['03 JSA - Mordru-Eclispso', '06_Prelude to Infinite Crisis']	cbr	JSA - 053	JSA -	-1	-1	53	0	75
557	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/03 JSA - Mordru-Eclispso/047_JSA - 048.cbr	['03 JSA - Mordru-Eclispso', '06_Prelude to Infinite Crisis']	cbr	JSA - 048	JSA -	-1	-1	48	0	75
558	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/03 JSA - Mordru-Eclispso/051_JSA - 052.cbr	['03 JSA - Mordru-Eclispso', '06_Prelude to Infinite Crisis']	cbr	JSA - 052	JSA -	-1	-1	52	0	75
559	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/03 JSA - Mordru-Eclispso/046_JSA - 047.cbr	['03 JSA - Mordru-Eclispso', '06_Prelude to Infinite Crisis']	cbr	JSA - 047	JSA -	-1	-1	47	0	75
560	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/28 JSA/127_JSA - 072 (2005) (Lightray-DCP).cbr	['28 JSA', '06_Prelude to Infinite Crisis']	cbr	JSA - 072	JSA -	-1	2005	72	0	75
561	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/28 JSA/123_JSA - 070 (2005) (DCBabes-DCP).cbr	['28 JSA', '06_Prelude to Infinite Crisis']	cbr	JSA - 070	JSA -	-1	2005	70	0	75
562	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/28 JSA/117_JSA - 068 (2005) (DCBabes-DCP).cbr	['28 JSA', '06_Prelude to Infinite Crisis']	cbr	JSA - 068	JSA -	-1	2005	68	0	75
563	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/28 JSA/125_JSA - 071 (2005) (re-edit) (DCBabes-DCP).cbr	['28 JSA', '06_Prelude to Infinite Crisis']	cbr	JSA - 071	JSA -	-1	2005	71	0	75
564	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/28 JSA/120_JSA - 069 (DCBabes-DCP).cbr	['28 JSA', '06_Prelude to Infinite Crisis']	cbr	JSA - 069 (DCBabes - DCP)	JSA -	-1	-1	69	0	75
565	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/14 JSA/096_JSA - 062 [2004]_(Pyrate-DCP).cbr	['14 JSA', '06_Prelude to Infinite Crisis']	cbr	JSA - 062	JSA -	-1	2004	62	0	75
566	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/14 JSA/092_JSA - 061 (JorL - DCP).cbr	['14 JSA', '06_Prelude to Infinite Crisis']	cbr	JSA - 061 (JorL - DCP)	JSA -	-1	-1	61	0	75
567	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/14 JSA/101_JSA - 063 [2004] (Hunter_Rose_-_DCP).cbz	['14 JSA', '06_Prelude to Infinite Crisis']	cbz	JSA - 063	JSA -	-1	2004	63	0	75
568	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/14 JSA/087_JSA - 060 (JorL - DCP).cbr	['14 JSA', '06_Prelude to Infinite Crisis']	cbr	JSA - 060 (JorL - DCP)	JSA -	-1	-1	60	0	75
569	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/24 Teen Titans - Battle for the Future/Teen_Titans 18.cbr	['24 Teen Titans - Battle for the Future', '06_Prelude to Infinite Crisis']	cbr	Teen Titans 18	Teen Titans	-1	-1	18	0	75
570	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/24 Teen Titans - Battle for the Future/Teen_Titans 19.cbr	['24 Teen Titans - Battle for the Future', '06_Prelude to Infinite Crisis']	cbr	Teen Titans 19	Teen Titans	-1	-1	19	0	75
571	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/24 Teen Titans - Battle for the Future/Teen Titans 16a.cbr	['24 Teen Titans - Battle for the Future', '06_Prelude to Infinite Crisis']	cbr	Teen Titans 16a	Teen Titans	-1	-1	16	0	75
572	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/24 Teen Titans - Battle for the Future/Teen Titans 16.cbr	['24 Teen Titans - Battle for the Future', '06_Prelude to Infinite Crisis']	cbr	Teen Titans 16	Teen Titans	-1	-1	16	0	75
573	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/24 Teen Titans - Battle for the Future/Teen_Titans 17.cbr	['24 Teen Titans - Battle for the Future', '06_Prelude to Infinite Crisis']	cbr	Teen Titans 17	Teen Titans	-1	-1	17	0	75
574	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/17 Teen Titans Raven Returns/Teen Titans - 12.cbr	['17 Teen Titans Raven Returns', '06_Prelude to Infinite Crisis']	cbr	Teen Titans - 12	Teen Titans -	-1	-1	12	0	75
575	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/17 Teen Titans Raven Returns/Teen Titans - 10.cbr	['17 Teen Titans Raven Returns', '06_Prelude to Infinite Crisis']	cbr	Teen Titans - 10	Teen Titans -	-1	-1	10	0	75
576	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/17 Teen Titans Raven Returns/Teen Titans - 11.cbr	['17 Teen Titans Raven Returns', '06_Prelude to Infinite Crisis']	cbr	Teen Titans - 11	Teen Titans -	-1	-1	11	0	75
577	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/17 Teen Titans Raven Returns/Teen Titans - 08.cbr	['17 Teen Titans Raven Returns', '06_Prelude to Infinite Crisis']	cbr	Teen Titans - 08	Teen Titans -	-1	-1	8	0	75
578	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/17 Teen Titans Raven Returns/Teen Titans - 09.cbr	['17 Teen Titans Raven Returns', '06_Prelude to Infinite Crisis']	cbr	Teen Titans - 09	Teen Titans -	-1	-1	9	0	75
579	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/02 Teen Titan - Death of Donna Troy/001_Teen_Titans-Young_Justice_Graduation_Day_01.cbr	['02 Teen Titan - Death of Donna Troy', '06_Prelude to Infinite Crisis']	cbr	Teen Titans - Young Justice Graduation Day 01	Teen Titans - Young Justice Graduation Day	-1	-1	1	0	75
580	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/02 Teen Titan - Death of Donna Troy/002_Teen_Titans-Young_Justice_Graduation_Day_02.cbr	['02 Teen Titan - Death of Donna Troy', '06_Prelude to Infinite Crisis']	cbr	Teen Titans - Young Justice Graduation Day 02	Teen Titans - Young Justice Graduation Day	-1	-1	2	0	75
581	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/02 Teen Titan - Death of Donna Troy/003_Teen_Titans-Young_Justice_Graduation_Day_03.cbr	['02 Teen Titan - Death of Donna Troy', '06_Prelude to Infinite Crisis']	cbr	Teen Titans - Young Justice Graduation Day 03	Teen Titans - Young Justice Graduation Day	-1	-1	3	0	75
582	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/08 Superman Batman-Fall of Luthor/059_Superman & Batman #02.cbr	['08 Superman Batman-Fall of Luthor', '06_Prelude to Infinite Crisis']	cbr	Superman & Batman #02	Superman & Batman	-1	-1	2	0	100
583	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/08 Superman Batman-Fall of Luthor/070_Superman & Batman #04.cbr	['08 Superman Batman-Fall of Luthor', '06_Prelude to Infinite Crisis']	cbr	Superman & Batman #04	Superman & Batman	-1	-1	4	0	100
584	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/08 Superman Batman-Fall of Luthor/064_Superman & Batman #03.cbr	['08 Superman Batman-Fall of Luthor', '06_Prelude to Infinite Crisis']	cbr	Superman & Batman #03	Superman & Batman	-1	-1	3	0	100
585	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/08 Superman Batman-Fall of Luthor/076_Superman & Batman #05.cbr	['08 Superman Batman-Fall of Luthor', '06_Prelude to Infinite Crisis']	cbr	Superman & Batman #05	Superman & Batman	-1	-1	5	0	100
586	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/08 Superman Batman-Fall of Luthor/082_Superman & Batman #06.cbr	['08 Superman Batman-Fall of Luthor', '06_Prelude to Infinite Crisis']	cbr	Superman & Batman #06	Superman & Batman	-1	-1	6	0	100
587	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/08 Superman Batman-Fall of Luthor/055_Superman & Batman #01.cbr	['08 Superman Batman-Fall of Luthor', '06_Prelude to Infinite Crisis']	cbr	Superman & Batman #01	Superman & Batman	-1	-1	1	0	100
588	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/01 Batman - Hush/Batman #610.cbr	['01 Batman - Hush', '06_Prelude to Infinite Crisis']	cbr	Batman #610	Batman	-1	-1	610	0	100
589	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/01 Batman - Hush/Batman #613.cbz	['01 Batman - Hush', '06_Prelude to Infinite Crisis']	cbz	Batman #613	Batman	-1	-1	613	0	100
590	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/01 Batman - Hush/Batman #611.cbz	['01 Batman - Hush', '06_Prelude to Infinite Crisis']	cbz	Batman #611	Batman	-1	-1	611	0	100
591	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/01 Batman - Hush/Batman #612.cbr	['01 Batman - Hush', '06_Prelude to Infinite Crisis']	cbr	Batman #612	Batman	-1	-1	612	0	100
592	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/01 Batman - Hush/Batman #616.5 (Hush Interlude).cbr	['01 Batman - Hush', '06_Prelude to Infinite Crisis']	cbr	Batman #616.5 (Hush Interlude)	Batman #616.5 (Hush Interlude)	-1	-1	1	0	0
593	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/01 Batman - Hush/Batman #617.cbr	['01 Batman - Hush', '06_Prelude to Infinite Crisis']	cbr	Batman #617	Batman	-1	-1	617	0	100
594	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/01 Batman - Hush/Batman #616.cbr	['01 Batman - Hush', '06_Prelude to Infinite Crisis']	cbr	Batman #616	Batman	-1	-1	616	0	100
595	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/01 Batman - Hush/Batman #614.cbr	['01 Batman - Hush', '06_Prelude to Infinite Crisis']	cbr	Batman #614	Batman	-1	-1	614	0	100
596	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/01 Batman - Hush/Batman #615.cbr	['01 Batman - Hush', '06_Prelude to Infinite Crisis']	cbr	Batman #615	Batman	-1	-1	615	0	100
597	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/01 Batman - Hush/Batman #618.cbr	['01 Batman - Hush', '06_Prelude to Infinite Crisis']	cbr	Batman #618	Batman	-1	-1	618	0	100
598	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/01 Batman - Hush/Batman #619.cbr	['01 Batman - Hush', '06_Prelude to Infinite Crisis']	cbr	Batman #619	Batman	-1	-1	619	0	100
599	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/01 Batman - Hush/Batman #609.cbr	['01 Batman - Hush', '06_Prelude to Infinite Crisis']	cbr	Batman #609	Batman	-1	-1	609	0	100
600	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/01 Batman - Hush/Batman #608.cbr	['01 Batman - Hush', '06_Prelude to Infinite Crisis']	cbr	Batman #608	Batman	-1	-1	608	0	100
601	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/32 Superman For Tomorrow - Vanishing/Superman 209.cbz	['32 Superman For Tomorrow - Vanishing', '06_Prelude to Infinite Crisis']	cbz	Superman 209	Superman	-1	-1	209	0	75
602	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/32 Superman For Tomorrow - Vanishing/Superman 208.cbz	['32 Superman For Tomorrow - Vanishing', '06_Prelude to Infinite Crisis']	cbz	Superman 208	Superman	-1	-1	208	0	75
603	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/32 Superman For Tomorrow - Vanishing/Superman 214.cbr	['32 Superman For Tomorrow - Vanishing', '06_Prelude to Infinite Crisis']	cbr	Superman 214	Superman	-1	-1	214	0	75
604	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/32 Superman For Tomorrow - Vanishing/Superman 215.cbr	['32 Superman For Tomorrow - Vanishing', '06_Prelude to Infinite Crisis']	cbr	Superman 215	Superman	-1	-1	215	0	75
605	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/32 Superman For Tomorrow - Vanishing/Superman 206.cbz	['32 Superman For Tomorrow - Vanishing', '06_Prelude to Infinite Crisis']	cbz	Superman 206	Superman	-1	-1	206	0	75
606	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/32 Superman For Tomorrow - Vanishing/Superman 212.cbz	['32 Superman For Tomorrow - Vanishing', '06_Prelude to Infinite Crisis']	cbz	Superman 212	Superman	-1	-1	212	0	75
607	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/32 Superman For Tomorrow - Vanishing/Superman 207.cbz	['32 Superman For Tomorrow - Vanishing', '06_Prelude to Infinite Crisis']	cbz	Superman 207	Superman	-1	-1	207	0	75
608	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/32 Superman For Tomorrow - Vanishing/Superman 211.cbz	['32 Superman For Tomorrow - Vanishing', '06_Prelude to Infinite Crisis']	cbz	Superman 211	Superman	-1	-1	211	0	75
609	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/32 Superman For Tomorrow - Vanishing/Superman 205.cbz	['32 Superman For Tomorrow - Vanishing', '06_Prelude to Infinite Crisis']	cbz	Superman 205	Superman	-1	-1	205	0	75
610	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/32 Superman For Tomorrow - Vanishing/Superman 204.cbz	['32 Superman For Tomorrow - Vanishing', '06_Prelude to Infinite Crisis']	cbz	Superman 204	Superman	-1	-1	204	0	75
611	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/32 Superman For Tomorrow - Vanishing/Superman 210.cbz	['32 Superman For Tomorrow - Vanishing', '06_Prelude to Infinite Crisis']	cbz	Superman 210	Superman	-1	-1	210	0	75
612	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/32 Superman For Tomorrow - Vanishing/Superman 213.cbr	['32 Superman For Tomorrow - Vanishing', '06_Prelude to Infinite Crisis']	cbr	Superman 213	Superman	-1	-1	213	0	75
613	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/34 Outsiders/Outsiders 21 (2005) (Team-DCP).cbr	['34 Outsiders', '06_Prelude to Infinite Crisis']	cbr	Outsiders 21	Outsiders	-1	2005	21	0	75
614	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/34 Outsiders/Outsiders 18.cbr	['34 Outsiders', '06_Prelude to Infinite Crisis']	cbr	Outsiders 18	Outsiders	-1	-1	18	0	75
615	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/34 Outsiders/Outsiders 19.cbr	['34 Outsiders', '06_Prelude to Infinite Crisis']	cbr	Outsiders 19	Outsiders	-1	-1	19	0	75
616	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/34 Outsiders/Outsiders 20.cbr	['34 Outsiders', '06_Prelude to Infinite Crisis']	cbr	Outsiders 20	Outsiders	-1	-1	20	0	75
617	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/34 Outsiders/Outsiders 22.cbr	['34 Outsiders', '06_Prelude to Infinite Crisis']	cbr	Outsiders 22	Outsiders	-1	-1	22	0	75
618	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/34 Outsiders/Outsiders 23.cbr	['34 Outsiders', '06_Prelude to Infinite Crisis']	cbr	Outsiders 23	Outsiders	-1	-1	23	0	75
619	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/34 Outsiders/Outsiders 17.cbr	['34 Outsiders', '06_Prelude to Infinite Crisis']	cbr	Outsiders 17	Outsiders	-1	-1	17	0	75
620	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/34 Outsiders/Outsiders 16.cbr	['34 Outsiders', '06_Prelude to Infinite Crisis']	cbr	Outsiders 16	Outsiders	-1	-1	16	0	75
621	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/18 Robin - Tim Quits/Robin - 121.cbr	['18 Robin - Tim Quits', '06_Prelude to Infinite Crisis']	cbr	Robin - 121	Robin -	-1	-1	121	0	75
622	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/18 Robin - Tim Quits/Robin - 123.cbr	['18 Robin - Tim Quits', '06_Prelude to Infinite Crisis']	cbr	Robin - 123	Robin -	-1	-1	123	0	75
623	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/18 Robin - Tim Quits/Robin - 122.cbr	['18 Robin - Tim Quits', '06_Prelude to Infinite Crisis']	cbr	Robin - 122	Robin -	-1	-1	122	0	75
624	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/18 Robin - Tim Quits/Robin - 125.cbr	['18 Robin - Tim Quits', '06_Prelude to Infinite Crisis']	cbr	Robin - 125	Robin -	-1	-1	125	0	75
625	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/18 Robin - Tim Quits/Robin - 124.cbr	['18 Robin - Tim Quits', '06_Prelude to Infinite Crisis']	cbr	Robin - 124	Robin -	-1	-1	124	0	75
626	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/35 Wonder Woman/006_Wonder_Woman_v2_215.cbr	['35 Wonder Woman', '06_Prelude to Infinite Crisis']	cbr	Wonder Woman v2 215	Wonder Woman	2	-1	215	0	75
627	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/35 Wonder Woman/007_Wonder_Woman_v2_216.cbr	['35 Wonder Woman', '06_Prelude to Infinite Crisis']	cbr	Wonder Woman v2 216	Wonder Woman	2	-1	216	0	75
628	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/35 Wonder Woman/008_Wonder_Woman_v2_217.cbr	['35 Wonder Woman', '06_Prelude to Infinite Crisis']	cbr	Wonder Woman v2 217	Wonder Woman	2	-1	217	0	75
629	/Volumes/Backup Plus/Comics/06_Prelude to Infinite Crisis/19a Teen Titans/Teen Titans 13.cbr	['19a Teen Titans', '06_Prelude to Infinite Crisis']	cbr	Teen Titans 13	Teen Titans	-1	-1	13	0	75
